fips,count,median_earnings,pell_grant_rate,access_score,earnings_score,pell_score,opportunity_score
18151,2,57165.0,0.14265,0.031746031746031744,0.5365292183152036,0.15750248426631336,22.09079234728678
18157,1,72424.0,0.1298,0.015873015873015872,0.7295345307361497,0.14331456332118803,26.82039345664077
18163,2,50687.5,0.2262,0.031746031746031744,0.45459777384265115,0.24975157336866516,22.40032168618076
18167,3,64495.0,0.33770000000000006,0.047619047619047616,0.6292436124462434,0.3728607706746164,31.967893398387698
18169,1,51504.0,0.4374,0.015873015873015872,0.46492537313432836,0.48294137131500503,29.070922968400637
18177,2,48976.5,0.2939,0.031746031746031744,0.432955982797875,0.32450038644142654,23.993532347020317
19013,3,56429.0,0.24109999999999998,0.047619047619047616,0.5272198330381989,0.26620293695484154,25.707445004553115
19017,1,56201.0,0.2147,0.015873015873015872,0.5243359473817354,0.2370542122115491,23.47662542271917
19021,1,49156.0,0.4254,0.015873015873015872,0.43522641032127496,0.4696919509771448,27.782471473873226
19033,1,43462.0,0.2356,0.015873015873015872,0.36320516063749053,0.26013028596665566,19.33498403304502
19053,1,47361.0,0.4516,0.015873015873015872,0.4125221350872755,0.4986198520481396,27.969180248983083
19061,4,55122.566666666666,0.2833,0.06349206349206349,0.5106952525508053,0.31279673180965,27.2444420704962
19063,1,43108.0,0.204,0.015873015873015872,0.35872754869719203,0.22524014574362372,18.153951468145106
19065,1,52766.0,0.3252,0.015873015873015872,0.48088793321527956,0.35905929115601193,25.83333736605938
19083,1,40562.0,0.3505,0.015873015873015872,0.3265241588666835,0.3869934857016672,22.040449971971153
19101,1,27981.0,0.5521,0.015873015873015872,0.1673918542878826,0.6095837473777189,23.94418868488868
19103,1,64762.0,0.1775,0.015873015873015872,0.6326207943334177,0.1959810091641824,25.49297473984864
19113,4,53097.0,0.2854,0.06349206349206349,0.48507462686567165,0.3151153803687755,26.545382756715952
19123,1,48936.0,0.4558,0.015873015873015872,0.4324437136352138,0.5032571491663906,28.705946518968766
19125,1,54317.0,0.2139,0.015873015873015872,0.5005059448520112,0.23617091752235841,22.735226506151722
19153,4,56902.25,0.32585,0.06349206349206349,0.5332057930685555,0.35977696809097937,29.329165374468584
19155,1,42793.0,0.2591,0.015873015873015872,0.35474323298760435,0.2860770674616319,19.85952964839772
19157,1,62830.0,0.1688,0.015873015873015872,0.60818365798128,0.18637517941923376,24.471685756936047
19163,3,52691.333333333336,0.29296666666666665,0.047619047619047616,0.4799435028248588,0.32346987597070403,26.00716326862879
19167,3,51045.666666666664,0.1855,0.047619047619047616,0.45912808837170077,0.20481395605608924,21.823023237595606
19169,1,63386.0,0.1846,0.015873015873015872,0.6152162914242347,0.2038202495307497,25.20601686357017
19175,1,40129.0,0.2385,0.015873015873015872,0.32104730584366303,0.26333222921497185,18.166306686679683
19179,1,40507.0,0.2234,0.015873015873015872,0.32582848469516823,0.24666004195649774,17.809576434470614
19181,1,59274.0,0.3265,0.015873015873015872,0.5632051606374905,0.3604946450259468,28.345914804823753
